	Sample_H1_08	Sample_H1_09	Sample_H1_10	Sample_H1_11	Sample_H1_12	Sample_H1_14	Sample_H1_19	Sample_H1_22	Sample_H1_29	Sample_H2_05	Sample_H2_09	Sample_H2_107	Sample_H2_109	Sample_H2_119	Sample_H2_13	Sample_H2_24	Sample_H2_25	Sample_H2_28	Sample_H2_37	Sample_H2_46	Sample_H2_61	Sample_H2_76	Sample_H2_82	Sample_H2_84	Sample_H2_92	Sample_H2_96	Sample_P01	Sample_P02	Sample_P03	Sample_P06	Sample_P08	Sample_P11	Sample_P12	Sample_P15	Sample_P18	Sample_s11	Sample_s104	Sample_s109	Sample_s112	Sample_s115	Sample_s127	Sample_s128	Sample_s143	Sample_s148	Sample_s153	Sample_s154	Sample_s156	Sample_s158	Sample_s159	Sample_s164	Sample_s167	Sample_s168	Sample_s181	Sample_s184	Sample_s185	Sample_s189	Sample_s200	Sample_s201	Sample_s203	Sample_s207	Sample_s209	Sample_s77	Sample_s82	Sample_s89	Sample_s90	Sample_s91	Sample_s92	Sample_s94	Sample_s96	Sample_s97	Sample_s98	Sample_s99	Sample_S10A	Sample_S11A	Sample_S12A	Sample_S13A	Sample_S14A	Sample_S15A	Sample_S16A	Sample_S17A	Sample_S18A	Sample_S19A	Sample_S1A	Sample_S20A	Sample_S21A	Sample_S22A	Sample_S23A	Sample_S24A	Sample_S25A	Sample_S26A	Sample_S27A	Sample_S28A	Sample_S29A	Sample_S2A	Sample_S30A	Sample_S31A	Sample_S32A	Sample_S33A	Sample_S34A	Sample_S35A	Sample_S36A	Sample_S37A	Sample_S38A	Sample_S39A	Sample_S3A	Sample_S40A	Sample_S41A	Sample_S42A	Sample_S43A	Sample_S4A	Sample_S5A	Sample_S6A	Sample_S7A	Sample_S8A	Sample_S9A	Sample_S10B	Sample_S11B	Sample_S12B	Sample_S13B	Sample_S14B	Sample_S15B	Sample_S16B	Sample_S17B	Sample_S18B	Sample_S19B	Sample_S1B	Sample_S20B	Sample_S21B	Sample_S22B	Sample_S23B	Sample_S24B	Sample_S25B	Sample_S26B	Sample_S27B	Sample_S28B	Sample_S29B	Sample_S2B	Sample_S30B	Sample_S31B	Sample_S32B	Sample_S33B	Sample_S34B	Sample_S35B	Sample_S36B	Sample_S37B	Sample_S38B	Sample_S39B	Sample_S3B	Sample_S40B	Sample_S41B	Sample_S42B	Sample_S43B	Sample_S4B	Sample_S5B	Sample_S6B	Sample_S7B	Sample_S8B	Sample_S9B
Sample_P08.6	1.437494214	-1.722771526	1.744357097	1.73032128	2.753259159	-1.722771526	2.251064772	0.388252956	-1.722771526	1.526541055	-1.722771526	1.298074861	-1.722771526	0.562524711	-1.722771526	-1.722771526	1.303606135	-1.722771526	-1.722771526	-1.722771526	2.370027993	-0.521193264	-1.722771526	-1.722771526	-1.722771526	-1.722771526	-1.722771526	-1.722771526	-1.722771526	-1.722771526	2.215938802	1.057587878	0.709223064	-1.722771526	-1.722771526	-1.722771526	2.319483837	-1.722771526	-1.722771526	-1.722771526	3.273422195	-1.722771526	1.969622326	3.210537146	1.991776461	-1.722771526	-1.722771526	-1.722771526	3.829762606	-1.722771526	2.009861649	3.021435189	-1.722771526	-1.722771526	-1.722771526	2.877920251	3.472041696	-1.722771526	3.116616041	4.798264636	2.724883276	-1.722771526	1.710733758	1.923831098	2.573299504	2.331573145	-1.722771526	2.221442119	-1.722771526	1.656794246	2.177593033	-1.722771526	2.05368596	0.945529211	-1.722771526	-1.722771526	-1.722771526	-1.722771526	-1.722771526	0.809063234	-1.722771526	-1.722771526	-1.722771526	-0.271760122	0.892779313	-1.722771526	-1.722771526	-1.722771526	-0.213561532	1.625563494	-1.722771526	1.124457903	-1.722771526	0.018558154	1.702902807	0.302403097	-1.722771526	2.415163321	-1.722771526	-1.722771526	-1.722771526	-0.062950586	-1.722771526	-1.722771526	-1.722771526	-1.722771526	0.531961773	-1.722771526	1.146498927	-1.722771526	-1.722771526	-1.722771526	-1.722771526	-1.722771526	-1.722771526	3.474961406	2.613306934	-1.722771526	-1.722771526	-1.722771526	-1.722771526	-1.722771526	1.577372579	-1.722771526	-1.722771526	2.301011454	-1.722771526	2.439869577	-1.722771526	-1.722771526	2.992692691	2.626401119	3.513967245	1.454368566	1.465021304	-1.722771526	2.103803916	2.842318567	1.987628154	-1.722771526	2.362987991	-1.722771526	2.531811195	-1.722771526	-1.722771526	1.249510399	3.357323326	1.783611605	3.388679479	2.707088971	2.326464254	2.750929502	-1.722771526	1.620606165	-1.722771526	2.182801933	-1.722771526	-1.722771526
Sample_P11.21	-1.167369177	3.101541017	-1.167369177	3.159796225	-1.167369177	-1.167369177	-1.167369177	-1.167369177	-1.167369177	-1.167369177	1.902776849	0.752174605	-1.167369177	1.590717038	-1.167369177	-1.167369177	0.808255795	2.956781111	2.096138569	-1.167369177	-1.167369177	-1.167369177	1.672145168	-1.167369177	-1.167369177	-1.167369177	2.415392916	-1.167369177	-0.015314434	-1.167369177	-1.167369177	3.414353801	-1.167369177	-1.167369177	-1.167369177	-1.167369177	-1.167369177	1.353886712	-1.167369177	-1.167369177	-1.167369177	-1.167369177	2.047551136	-1.167369177	-1.167369177	-1.167369177	-1.167369177	3.968756743	-1.167369177	-1.167369177	1.134243798	-1.167369177	3.431007715	-1.167369177	-1.167369177	-1.167369177	1.465556969	-1.167369177	3.858395129	-1.167369177	3.148577404	-1.167369177	-1.167369177	-1.167369177	-0.145864724	1.594012947	-1.167369177	-1.167369177	2.117121392	2.353381235	-1.167369177	-1.167369177	-1.167369177	-1.167369177	2.126827281	2.822150997	-1.167369177	-1.167369177	-1.167369177	3.038620702	2.910149474	-1.167369177	2.594834613	2.261720137	-1.167369177	-1.167369177	-1.167369177	-0.362348467	-1.167369177	3.728048851	2.992239009	1.235562964	-1.167369177	3.154958038	-1.167369177	1.792902633	-1.167369177	-1.167369177	-1.167369177	-1.167369177	-1.167369177	-1.167369177	-1.167369177	-1.167369177	-1.167369177	-1.167369177	-1.167369177	-1.167369177	0.526922093	-1.167369177	2.199775047	-1.167369177	-1.167369177	-1.167369177	2.324980381	-1.167369177	-1.167369177	3.230786754	1.150163388	-1.167369177	-1.167369177	-1.167369177	3.082618387	3.44476933	-1.167369177	3.656434115	-0.442099886	-1.167369177	-1.167369177	-1.167369177	-1.167369177	-1.167369177	3.918032407	3.180541261	1.891513447	-1.167369177	-1.167369177	-1.167369177	4.101355715	-1.167369177	-1.167369177	-1.167369177	-1.167369177	-1.167369177	-1.167369177	-1.167369177	-1.167369177	3.25537154	-1.167369177	-1.167369177	2.93431627	-1.167369177	-1.167369177	1.993864424	-1.167369177	-1.167369177	-1.167369177	3.647367538
Sample_P11.23	-0.539376793	-0.539376793	-0.539376793	2.012245455	2.287029667	2.551661069	-0.539376793	-0.539376793	-0.539376793	-0.539376793	0.788742379	-0.122020924	2.198346482	0.832755349	-0.539376793	-0.539376793	-0.539376793	2.158150431	0.975568132	-0.539376793	2.331671498	-0.539376793	3.127624697	-0.539376793	-0.539376793	-0.539376793	1.241203315	4.01764848	-0.539376793	-0.539376793	-0.539376793	3.085944835	-0.539376793	-0.539376793	-0.539376793	-0.539376793	-0.539376793	1.009381208	-0.539376793	-0.539376793	-0.539376793	-0.539376793	-0.539376793	-0.539376793	1.905052539	-0.539376793	-0.539376793	1.525097379	-0.539376793	-0.539376793	-0.539376793	-0.539376793	-0.539376793	-0.539376793	-0.539376793	-0.539376793	-0.539376793	-0.539376793	1.839780766	-0.539376793	-0.539376793	-0.539376793	-0.539376793	-0.539376793	-0.539376793	-0.539376793	-0.539376793	1.339366373	-0.539376793	2.185010619	1.939500379	-0.539376793	-0.539376793	2.617291955	-0.539376793	-0.539376793	-0.539376793	0.51942308	0.319199236	-0.539376793	2.01219031	-0.539376793	-0.539376793	-0.539376793	-0.539376793	-0.539376793	4.500300693	2.9904172	0.236060587	-0.539376793	1.174523047	0.271980182	-0.539376793	0.032312357	-0.539376793	-0.539376793	-0.539376793	0.916245837	-0.539376793	-0.539376793	1.700824933	-0.539376793	-0.539376793	-0.539376793	-0.539376793	-0.539376793	-0.539376793	-0.539376793	-0.539376793	-0.539376793	-0.539376793	-0.539376793	-0.539376793	-0.539376793	-0.539376793	-0.539376793	0.07932689	-0.539376793	-0.539376793	-0.539376793	-0.539376793	-0.539376793	-0.539376793	2.433427162	-0.539376793	-0.539376793	-0.539376793	-0.539376793	-0.539376793	-0.539376793	-0.539376793	-0.539376793	-0.539376793	0.828935645	-0.539376793	-0.539376793	-0.539376793	-0.539376793	-0.539376793	-0.539376793	-0.539376793	-0.539376793	-0.027246934	1.522679769	-0.539376793	1.946600563	-0.539376793	-0.539376793	-0.539376793	-0.539376793	-0.539376793	-0.539376793	-0.539376793	0.342208963	-0.539376793	-0.539376793	-0.539376793	-0.539376793
Sample_P11.26	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	2.666862336	-0.129218844	-0.129218844	-0.129218844	-0.129218844	2.626575777	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	3.078298339	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	3.027835868	-0.129218844	-0.129218844	-0.129218844	-0.129218844	0.561827543	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	0.5618209	1.960839939	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	2.552756555	-0.129218844	-0.129218844	-0.129218844	0.321648979	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	-0.129218844	1.765922678	-0.129218844
Sample_P11.3	-0.20954186	-0.20954186	1.139027642	-0.20954186	-0.20954186	-0.20954186	3.051682226	-0.20954186	-0.20954186	2.227763708	-0.20954186	3.20064877	-0.20954186	-0.20954186	-0.20954186	-0.20954186	3.143774864	-0.20954186	-0.20954186	-0.20954186	-0.20954186	0.949123252	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	3.562989924	-0.20954186	-0.20954186	-0.20954186	-0.20954186	3.268225723	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	1.876488725	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	1.944727995	-0.20954186	3.554349421	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	1.157491859	-0.20954186	0.284109787	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	-0.20954186	0.813623974	-0.20954186	-0.20954186	-0.20954186
Sample_P11.40	-0.824710776	-0.824710776	0.717670271	-0.824710776	1.071478009	1.12831048	-0.824710776	0.663440524	-0.824710776	-0.824710776	-0.824710776	0.383282593	-0.824710776	1.061998078	2.08728884	-0.824710776	0.369724472	-0.824710776	1.079028604	2.385058396	1.975546063	3.062102087	0.546004617	0.81231744	1.720144458	-0.824710776	0.606136731	0.695101587	-0.824710776	-0.824710776	-0.824710776	2.720622754	-0.824710776	-0.824710776	-0.40451961	1.82168112	1.23812849	0.513955126	-0.824710776	1.01468768	-0.824710776	-0.824710776	-0.824710776	-0.824710776	-0.824710776	-0.824710776	-0.824710776	0.608813495	-0.824710776	-0.824710776	-0.824710776	0.784359338	-0.824710776	0.9919765	-0.824710776	-0.824710776	-0.824710776	-0.824710776	2.126408017	-0.824710776	-0.824710776	-0.824710776	-0.824710776	1.952269841	-0.824710776	-0.824710776	2.528538042	0.382574294	-0.824710776	1.838252333	0.927742173	1.777043233	0.805138193	1.224700776	0.585756402	0.815118168	-0.824710776	0.300362191	-0.824710776	1.547355275	1.521579376	-0.824710776	-0.824710776	0.554528222	0.346793861	1.25864514	0.568249759	-0.824710776	0.247814531	0.331164178	1.320259703	2.007703702	-0.824710776	1.525437297	-0.824710776	1.425729864	-0.824710776	-0.824710776	-0.824710776	0.803836327	1.722392494	-0.116608541	-0.824710776	-0.824710776	-0.824710776	0.067344011	2.752380742	2.71952644	-0.824710776	-0.824710776	0.982739754	-0.824710776	-0.824710776	-0.824710776	0.285896805	-0.824710776	1.471353626	0.100332991	-0.824710776	-0.824710776	-0.824710776	-0.824710776	-0.824710776	-0.824710776	-0.824710776	-0.824710776	-0.824710776	-0.824710776	2.974272129	-0.824710776	-0.824710776	-0.824710776	0.149157136	-0.824710776	1.864377747	-0.824710776	-0.824710776	-0.824710776	-0.824710776	-0.824710776	-0.824710776	-0.824710776	-0.824710776	0.325441588	-0.001046715	-0.824710776	-0.824710776	-0.824710776	0.045423402	-0.824710776	1.328357922	-0.824710776	-0.824710776	-0.824710776	-0.824710776	-0.824710776	-0.824710776	-0.824710776
Sample_P12.1	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	2.503717113	-0.172371863	0.556129487	0.439889014	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	2.521241336	-0.172371863	-0.172371863	-0.172371863	0.144313218	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	3.619249511	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	3.70368696	-0.172371863	-0.172371863	-0.172371863	2.210161495	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	0.868214559	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	1.889368373	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	3.1973387	-0.172371863	-0.172371863	-0.172371863	2.696280092	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	-0.172371863	0.64433029	-0.172371863	-0.172371863
Sample_P12.2	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	1.697921801	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	1.220250427	-0.138169837	-0.138169837	-0.138169837	-0.138169837	1.106609497	-0.138169837	-0.138169837	0.66554718	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	2.664847377	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	1.200712335	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	0.828436791	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	1.510758471	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	2.201999362	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	1.565100567	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	1.706470024	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	0.753432072	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	1.453122102	-0.138169837	-0.138169837	-0.138169837	-0.138169837	1.321248532	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837	-0.138169837
Sample_P12.30	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	1.311342122	1.029161818	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	1.979157287	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	2.687062427	3.575579668	-0.105031723	0.699468763	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	0.996260472	-0.105031723	1.48868481	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	0.493709029	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	0.360970222	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	0.818266694	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723	-0.105031723
Sample_P12.6	0.366436615	0.694113475	2.600036928	-1.414106548	-0.279440922	1.332424338	1.925291541	2.426357619	2.6494254	0.390149824	-1.414106548	1.666416391	1.001819239	0.213661815	0.638250295	2.060035726	1.67279697	2.792896258	0.91818626	0.268281461	-0.004593211	1.117072375	2.382864609	-1.414106548	0.939547752	-1.414106548	0.281513408	0.58403609	2.219990964	-1.414106548	2.636106676	0.08744355	2.399259141	2.407136922	1.771713775	-0.184743778	1.364979753	0.42986581	-1.414106548	2.560951915	-1.414106548	-1.414106548	-1.414106548	-1.414106548	-1.414106548	-0.169131755	-1.414106548	-1.414106548	0.824720702	-1.414106548	-1.414106548	-1.414106548	1.05138301	-0.166921527	-1.414106548	0.721765248	-0.859666447	-1.414106548	-1.414106548	-0.015832279	-1.414106548	-1.414106548	0.209861137	-1.414106548	-0.305298602	-1.414106548	-1.414106548	-1.414106548	-1.414106548	2.130951482	-1.414106548	2.099013486	0.930559246	1.147979969	0.414363594	1.105080056	-1.414106548	-0.026111359	1.211638952	0.857543893	-0.498674474	-1.414106548	2.285465501	2.570576771	-0.036216967	0.791103069	0.026953207	-0.138729466	0.507576201	0.29995929	2.520889712	0.238509651	-1.414106548	2.481112454	1.93025421	-1.414106548	0.076099962	1.620377738	-1.414106548	-1.414106548	1.484510757	0.474005642	-1.414106548	-1.414106548	2.608464037	-1.414106548	2.983397913	1.125845023	3.186904672	2.522491165	2.830581022	0.675901229	1.404780572	1.43546042	2.536223436	-1.414106548	-1.414106548	0.096484787	-1.414106548	-0.560320015	-1.414106548	1.528847547	-0.551098546	-1.414106548	-1.414106548	-0.339890128	-1.414106548	-1.414106548	0.358194605	-1.414106548	-1.414106548	-1.414106548	0.556938195	-1.414106548	-1.414106548	-1.414106548	-1.414106548	-1.414106548	-1.414106548	-1.414106548	-1.414106548	-1.414106548	-1.414106548	-1.414106548	0.21963397	-1.414106548	-0.255563249	0.418024915	0.202916516	-1.414106548	-1.414106548	-1.414106548	-1.414106548	-1.414106548	-1.414106548	-0.365036448	-1.414106548	-1.414106548
Sample_P15.14	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	3.707182703	1.683079659	0.637900873	-0.333272806	3.849213759	-0.333272806	-0.333272806	0.632107929	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	3.317262298	4.336146464	-0.333272806	-0.333272806	-0.333272806	3.454570581	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	3.718605168	1.785628292	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	3.59620812	1.260705921	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	2.1244032	-0.333272806	-0.333272806	-0.333272806	-0.333272806	1.624735935	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	2.221695792	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	0.75182801	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	1.082954144	-0.333272806	-0.333272806	-0.333272806	-0.333272806	2.786052175	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	3.754639026	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806	-0.333272806
